year,state,county,candidate,party,votes
2008,Maine,Penobscot,John McCain,REP,37495
2008,Maine,Penobscot,Other,Other,1358
2008,Maine,Piscataquis,Barack Obama,DEM,4430
2008,Maine,Piscataquis,John McCain,REP,4785
2008,Maine,Piscataquis,Other,Other,219
2008,Maine,Sagadahoc,Barack Obama,DEM,12152
2008,Maine,Sagadahoc,John McCain,REP,8721
2008,Maine,Sagadahoc,Other,Other,428
2008,Maine,Somerset,Barack Obama,DEM,13335
2008,Maine,Somerset,John McCain,REP,11867
2008,Maine,Somerset,Other,Other,556
2008,Maine,Waldo,Barack Obama,DEM,11967
2008,Maine,Waldo,John McCain,REP,9423
2008,Maine,Waldo,Other,Other,460
2008,Maine,Washington,Barack Obama,DEM,8246
2008,Maine,Washington,John McCain,REP,8077
2008,Maine,Washington,Other,Other,331
2008,Maine,York,Barack Obama,DEM,64799
2008,Maine,York,John McCain,REP,42389
2008,Maine,York,Other,Other,1973
2008,Maryland,Allegany,Barack Obama,DEM,10693
2008,Maryland,Allegany,John McCain,REP,18405
2008,Maryland,Allegany,Other,Other,644
2008,Maryland,Anne Arundel,Barack Obama,DEM,125015
2008,Maryland,Anne Arundel,John McCain,REP,129682
2008,Maryland,Anne Arundel,Other,Other,4922
2008,Maryland,Baltimore,Barack Obama,DEM,214151
2008,Maryland,Baltimore,John McCain,REP,158714
2008,Maryland,Baltimore,Other,Other,8073
2008,Maryland,Baltimore City,Barack Obama,DEM,214385
2008,Maryland,Baltimore City,John McCain,REP,28681
2008,Maryland,Baltimore City,Other,Other,2902
2008,Maryland,Calvert,Barack Obama,DEM,20299
2008,Maryland,Calvert,John McCain,REP,23095
2008,Maryland,Calvert,Other,Other,663
2008,Maryland,Caroline,Barack Obama,DEM,4971
2008,Maryland,Caroline,John McCain,REP,8015
2008,Maryland,Caroline,Other,Other,232
2008,Maryland,Carroll,Barack Obama,DEM,28060
2008,Maryland,Carroll,John McCain,REP,54503
2008,Maryland,Carroll,Other,Other,2197
2008,Maryland,Cecil,Barack Obama,DEM,17665
2008,Maryland,Cecil,John McCain,REP,23855
2008,Maryland,Cecil,Other,Other,974
2008,Maryland,Charles,Barack Obama,DEM,43635
2008,Maryland,Charles,John McCain,REP,25732
2008,Maryland,Charles,Other,Other,760
2008,Maryland,Dorchester,Barack Obama,DEM,6912
2008,Maryland,Dorchester,John McCain,REP,8168
2008,Maryland,Dorchester,Other,Other,194
2008,Maryland,Frederick,Barack Obama,DEM,54013
2008,Maryland,Frederick,John McCain,REP,55170
2008,Maryland,Frederick,Other,Other,2003
2008,Maryland,Garrett,Barack Obama,DEM,3736
2008,Maryland,Garrett,John McCain,REP,8903
2008,Maryland,Garrett,Other,Other,233
2008,Maryland,Harford,Barack Obama,DEM,48552
2008,Maryland,Harford,John McCain,REP,71751
2008,Maryland,Harford,Other,Other,2992
2008,Maryland,Howard,Barack Obama,DEM,87120
2008,Maryland,Howard,John McCain,REP,55393
2008,Maryland,Howard,Other,Other,2720
2008,Maryland,Kent,Barack Obama,DEM,4953
2008,Maryland,Kent,John McCain,REP,4905
2008,Maryland,Kent,Other,Other,162
2008,Maryland,Montgomery,Barack Obama,DEM,314444
2008,Maryland,Montgomery,John McCain,REP,118608
2008,Maryland,Montgomery,Other,Other,6209
2008,Maryland,Prince George's,Barack Obama,DEM,332396
2008,Maryland,Prince George's,John McCain,REP,38833
2008,Maryland,Prince George's,Other,Other,2797
2008,Maryland,Queen Anne's,Barack Obama,DEM,8575
2008,Maryland,Queen Anne's,John McCain,REP,15087
2008,Maryland,Queen Anne's,Other,Other,383
2008,Maryland,Somerset,Barack Obama,DEM,4779
2008,Maryland,Somerset,John McCain,REP,5037
2008,Maryland,Somerset,Other,Other,108
2008,Maryland,St. Mary's,Barack Obama,DEM,19023
2008,Maryland,St. Mary's,John McCain,REP,24705
2008,Maryland,St. Mary's,Other,Other,681
2008,Maryland,Talbot,Barack Obama,DEM,9035
2008,Maryland,Talbot,John McCain,REP,10995
2008,Maryland,Talbot,Other,Other,298
2008,Maryland,Washington,Barack Obama,DEM,26245
2008,Maryland,Washington,John McCain,REP,34169
2008,Maryland,Washington,Other,Other,1186
2008,Maryland,Wicomico,Barack Obama,DEM,19436
2008,Maryland,Wicomico,John McCain,REP,21849
2008,Maryland,Wicomico,Other,Other,569
2008,Maryland,Worcester,Barack Obama,DEM,11374
2008,Maryland,Worcester,John McCain,REP,15607
2008,Maryland,Worcester,Other,Other,365
2008,Massachusetts,Barnstable,Barack Obama,DEM,74264
2008,Massachusetts,Barnstable,John McCain,REP,55694
2008,Massachusetts,Barnstable,Other,Other,2312
2008,Massachusetts,Berkshire,Barack Obama,DEM,49558
2008,Massachusetts,Berkshire,John McCain,REP,14876
2008,Massachusetts,Berkshire,Other,Other,1696
2008,Massachusetts,Bristol,Barack Obama,DEM,146861
2008,Massachusetts,Bristol,John McCain,REP,90597
2008,Massachusetts,Bristol,Other,Other,5662
2008,Massachusetts,Dukes,Barack Obama,DEM,7913
2008,Massachusetts,Dukes,John McCain,REP,2442
2008,Massachusetts,Dukes,Other,Other,198
2008,Massachusetts,Essex,Barack Obama,DEM,208976
2008,Massachusetts,Essex,John McCain,REP,137189
2008,Massachusetts,Essex,Other,Other,7500
2008,Massachusetts,Franklin,Barack Obama,DEM,27919
2008,Massachusetts,Franklin,John McCain,REP,9545
2008,Massachusetts,Franklin,Other,Other,1085
2008,Massachusetts,Hampden,Barack Obama,DEM,121454
2008,Massachusetts,Hampden,John McCain,REP,71350
2008,Massachusetts,Hampden,Other,Other,5037
2008,Massachusetts,Hampshire,Barack Obama,DEM,56869
2008,Massachusetts,Hampshire,John McCain,REP,20618
2008,Massachusetts,Hampshire,Other,Other,2083
2008,Massachusetts,Middlesex,Barack Obama,DEM,464484
2008,Massachusetts,Middlesex,John McCain,REP,245769
2008,Massachusetts,Middlesex,Other,Other,15778
2008,Massachusetts,Nantucket,Barack Obama,DEM,4073
2008,Massachusetts,Nantucket,John McCain,REP,1863
2008,Massachusetts,Nantucket,Other,Other,116
2008,Massachusetts,Norfolk,Barack Obama,DEM,200675
2008,Massachusetts,Norfolk,John McCain,REP,136741
2008,Massachusetts,Norfolk,Other,Other,7500
2008,Massachusetts,Plymouth,Barack Obama,DEM,131823
2008,Massachusetts,Plymouth,John McCain,REP,112901
2008,Massachusetts,Plymouth,Other,Other,5104
2008,Massachusetts,Suffolk,Barack Obama,DEM,207127
2008,Massachusetts,Suffolk,John McCain,REP,57194
2008,Massachusetts,Suffolk,Other,Other,4900
2008,Massachusetts,Worcester,Barack Obama,DEM,202107
2008,Massachusetts,Worcester,John McCain,REP,152106
2008,Massachusetts,Worcester,Other,Other,9377
2008,Michigan,Alcona,Barack Obama,DEM,2896
2008,Michigan,Alcona,John McCain,REP,3404
2008,Michigan,Alcona,Other,Other,120
2008,Michigan,Alger,Barack Obama,DEM,2472
2008,Michigan,Alger,John McCain,REP,2188
2008,Michigan,Alger,Other,Other,90
2008,Michigan,Allegan,Barack Obama,DEM,24165
2008,Michigan,Allegan,John McCain,REP,30061
2008,Michigan,Allegan,Other,Other,1053
2008,Michigan,Alpena,Barack Obama,DEM,7705
2008,Michigan,Alpena,John McCain,REP,7125
2008,Michigan,Alpena,Other,Other,255
2008,Michigan,Antrim,Barack Obama,DEM,6079
2008,Michigan,Antrim,John McCain,REP,7506
2008,Michigan,Antrim,Other,Other,267
2008,Michigan,Arenac,Barack Obama,DEM,4155
2008,Michigan,Arenac,John McCain,REP,3807
2008,Michigan,Arenac,Other,Other,166
2008,Michigan,Baraga,Barack Obama,DEM,1725
2008,Michigan,Baraga,John McCain,REP,1846
2008,Michigan,Baraga,Other,Other,73
2008,Michigan,Barry,Barack Obama,DEM,13449
2008,Michigan,Barry,John McCain,REP,16431
2008,Michigan,Barry,Other,Other,685
2008,Michigan,Bay,Barack Obama,DEM,32589
2008,Michigan,Bay,John McCain,REP,23795
2008,Michigan,Bay,Other,Other,1044
2008,Michigan,Benzie,Barack Obama,DEM,5451
2008,Michigan,Benzie,John McCain,REP,4687
2008,Michigan,Benzie,Other,Other,171
2008,Michigan,Berrien,Barack Obama,DEM,40381
2008,Michigan,Berrien,John McCain,REP,36130
2008,Michigan,Berrien,Other,Other,1155
2008,Michigan,Branch,Barack Obama,DEM,8413
2008,Michigan,Branch,John McCain,REP,9534
2008,Michigan,Branch,Other,Other,338
2008,Michigan,Calhoun,Barack Obama,DEM,34561
2008,Michigan,Calhoun,John McCain,REP,28553
2008,Michigan,Calhoun,Other,Other,1082
2008,Michigan,Cass,Barack Obama,DEM,12083
2008,Michigan,Cass,John McCain,REP,11114
2008,Michigan,Cass,Other,Other,379
2008,Michigan,Charlevoix,Barack Obama,DEM,6817
2008,Michigan,Charlevoix,John McCain,REP,7306
2008,Michigan,Charlevoix,Other,Other,244
2008,Michigan,Cheboygan,Barack Obama,DEM,6720
2008,Michigan,Cheboygan,John McCain,REP,6920
2008,Michigan,Cheboygan,Other,Other,261
2008,Michigan,Chippewa,Barack Obama,DEM,8184
2008,Michigan,Chippewa,John McCain,REP,8267
2008,Michigan,Chippewa,Other,Other,257
2008,Michigan,Clare,Barack Obama,DEM,7496
2008,Michigan,Clare,John McCain,REP,6793
2008,Michigan,Clare,Other,Other,278
2008,Michigan,Clinton,Barack Obama,DEM,20005
2008,Michigan,Clinton,John McCain,REP,19726
2008,Michigan,Clinton,Other,Other,650
2008,Michigan,Crawford,Barack Obama,DEM,3441
2008,Michigan,Crawford,John McCain,REP,3561
2008,Michigan,Crawford,Other,Other,176
2008,Michigan,Delta,Barack Obama,DEM,9974
2008,Michigan,Delta,John McCain,REP,8763
2008,Michigan,Delta,Other,Other,327
2008,Michigan,Dickinson,Barack Obama,DEM,5995
2008,Michigan,Dickinson,John McCain,REP,7049
2008,Michigan,Dickinson,Other,Other,267
2008,Michigan,Eaton,Barack Obama,DEM,30742
2008,Michigan,Eaton,John McCain,REP,25900
2008,Michigan,Eaton,Other,Other,974
2008,Michigan,Emmet,Barack Obama,DEM,8515
2008,Michigan,Emmet,John McCain,REP,9314
2008,Michigan,Emmet,Other,Other,320
2008,Michigan,Genesee,Barack Obama,DEM,143927
2008,Michigan,Genesee,John McCain,REP,72451
2008,Michigan,Genesee,Other,Other,3518
2008,Michigan,Gladwin,Barack Obama,DEM,6590
2008,Michigan,Gladwin,John McCain,REP,6391
2008,Michigan,Gladwin,Other,Other,260
2008,Michigan,Gogebic,Barack Obama,DEM,4757
2008,Michigan,Gogebic,John McCain,REP,3330
2008,Michigan,Gogebic,Other,Other,177
2008,Michigan,Grand Traverse,Barack Obama,DEM,23258
2008,Michigan,Grand Traverse,John McCain,REP,24716
2008,Michigan,Grand Traverse,Other,Other,759
2008,Michigan,Gratiot,Barack Obama,DEM,9105
2008,Michigan,Gratiot,John McCain,REP,8322
2008,Michigan,Gratiot,Other,Other,311
2008,Michigan,Hillsdale,Barack Obama,DEM,8765
2008,Michigan,Hillsdale,John McCain,REP,11221
2008,Michigan,Hillsdale,Other,Other,463
2008,Michigan,Houghton,Barack Obama,DEM,7476
2008,Michigan,Houghton,John McCain,REP,8101
2008,Michigan,Houghton,Other,Other,395
2008,Michigan,Huron,Barack Obama,DEM,8367
2008,Michigan,Huron,John McCain,REP,8434
2008,Michigan,Huron,Other,Other,334
2008,Michigan,Ingham,Barack Obama,DEM,93994
2008,Michigan,Ingham,John McCain,REP,46483
2008,Michigan,Ingham,Other,Other,2252
2008,Michigan,Ionia,Barack Obama,DEM,12565
2008,Michigan,Ionia,John McCain,REP,14156
2008,Michigan,Ionia,Other,Other,598
2008,Michigan,Iosco,Barack Obama,DEM,7309
2008,Michigan,Iosco,John McCain,REP,6583
2008,Michigan,Iosco,Other,Other,295
2008,Michigan,Iron,Barack Obama,DEM,3080
2008,Michigan,Iron,John McCain,REP,2947
2008,Michigan,Iron,Other,Other,135
2008,Michigan,Isabella,Barack Obama,DEM,16679
2008,Michigan,Isabella,John McCain,REP,11220
2008,Michigan,Isabella,Other,Other,451
2008,Michigan,Jackson,Barack Obama,DEM,37480
2008,Michigan,Jackson,John McCain,REP,35692
2008,Michigan,Jackson,Other,Other,1331
2008,Michigan,Kalamazoo,Barack Obama,DEM,77051
2008,Michigan,Kalamazoo,John McCain,REP,51554
2008,Michigan,Kalamazoo,Other,Other,2176
2008,Michigan,Kalkaska,Barack Obama,DEM,3780
2008,Michigan,Kalkaska,John McCain,REP,4527
2008,Michigan,Kalkaska,Other,Other,192
2008,Michigan,Kent,Barack Obama,DEM,149909
2008,Michigan,Kent,John McCain,REP,148336
2008,Michigan,Kent,Other,Other,4990
2008,Michigan,Keweenaw,Barack Obama,DEM,610
2008,Michigan,Keweenaw,John McCain,REP,756
2008,Michigan,Keweenaw,Other,Other,44
2008,Michigan,Lake,Barack Obama,DEM,2919
2008,Michigan,Lake,John McCain,REP,2269
2008,Michigan,Lake,Other,Other,104
2008,Michigan,Lapeer,Barack Obama,DEM,21457
2008,Michigan,Lapeer,John McCain,REP,22831
2008,Michigan,Lapeer,Other,Other,1074
2008,Michigan,Leelanau,Barack Obama,DEM,7355
2008,Michigan,Leelanau,John McCain,REP,6938
2008,Michigan,Leelanau,Other,Other,171
2008,Michigan,Lenawee,Barack Obama,DEM,24640
2008,Michigan,Lenawee,John McCain,REP,22225
2008,Michigan,Lenawee,Other,Other,869
2008,Michigan,Livingston,Barack Obama,DEM,42349
2008,Michigan,Livingston,John McCain,REP,55592
2008,Michigan,Livingston,Other,Other,1697
2008,Michigan,Luce,Barack Obama,DEM,1191
2008,Michigan,Luce,John McCain,REP,1490
2008,Michigan,Luce,Other,Other,59
2008,Michigan,Mackinac,Barack Obama,DEM,3027
2008,Michigan,Mackinac,John McCain,REP,3268
2008,Michigan,Mackinac,Other,Other,101
2008,Michigan,Macomb,Barack Obama,DEM,223784
2008,Michigan,Macomb,John McCain,REP,187663
2008,Michigan,Macomb,Other,Other,7769
2008,Michigan,Manistee,Barack Obama,DEM,7235
2008,Michigan,Manistee,John McCain,REP,5510
2008,Michigan,Manistee,Other,Other,264
2008,Michigan,Marquette,Barack Obama,DEM,19635
2008,Michigan,Marquette,John McCain,REP,12906
2008,Michigan,Marquette,Other,Other,644
2008,Michigan,Mason,Barack Obama,DEM,7817
2008,Michigan,Mason,John McCain,REP,7147
2008,Michigan,Mason,Other,Other,259
2008,Michigan,Mecosta,Barack Obama,DEM,9101
2008,Michigan,Mecosta,John McCain,REP,9238
2008,Michigan,Mecosta,Other,Other,325
2008,Michigan,Menominee,Barack Obama,DEM,5981
2008,Michigan,Menominee,John McCain,REP,4855
2008,Michigan,Menominee,Other,Other,236
2008,Michigan,Midland,Barack Obama,DEM,20701
2008,Michigan,Midland,John McCain,REP,22263
2008,Michigan,Midland,Other,Other,743
2008,Michigan,Missaukee,Barack Obama,DEM,2898
2008,Michigan,Missaukee,John McCain,REP,4469
2008,Michigan,Missaukee,Other,Other,125
2008,Michigan,Monroe,Barack Obama,DEM,39180
2008,Michigan,Monroe,John McCain,REP,35858
2008,Michigan,Monroe,Other,Other,1384
2008,Michigan,Montcalm,Barack Obama,DEM,13208
2008,Michigan,Montcalm,John McCain,REP,13291
2008,Michigan,Montcalm,Other,Other,552
2008,Michigan,Montmorency,Barack Obama,DEM,2403
2008,Michigan,Montmorency,John McCain,REP,2841
2008,Michigan,Montmorency,Other,Other,116
2008,Michigan,Muskegon,Barack Obama,DEM,53821
2008,Michigan,Muskegon,John McCain,REP,29145
2008,Michigan,Muskegon,Other,Other,1305
2008,Michigan,Newaygo,Barack Obama,DEM,10790
2008,Michigan,Newaygo,John McCain,REP,11862
2008,Michigan,Newaygo,Other,Other,453
2008,Michigan,Oakland,Barack Obama,DEM,372566
2008,Michigan,Oakland,John McCain,REP,276956
2008,Michigan,Oakland,Other,Other,9546
2008,Michigan,Oceana,Barack Obama,DEM,6405
2008,Michigan,Oceana,John McCain,REP,5860
2008,Michigan,Oceana,Other,Other,244
2008,Michigan,Ogemaw,Barack Obama,DEM,5391
2008,Michigan,Ogemaw,John McCain,REP,5133
2008,Michigan,Ogemaw,Other,Other,244
2008,Michigan,Ontonagon,Barack Obama,DEM,1966
2008,Michigan,Ontonagon,John McCain,REP,1823
2008,Michigan,Ontonagon,Other,Other,96
2008,Michigan,Osceola,Barack Obama,DEM,4855
2008,Michigan,Osceola,John McCain,REP,5973
2008,Michigan,Osceola,Other,Other,198
2008,Michigan,Oscoda,Barack Obama,DEM,1887
2008,Michigan,Oscoda,John McCain,REP,2320
2008,Michigan,Oscoda,Other,Other,121
2008,Michigan,Otsego,Barack Obama,DEM,5634
2008,Michigan,Otsego,John McCain,REP,6752
2008,Michigan,Otsego,Other,Other,230
2008,Michigan,Ottawa,Barack Obama,DEM,50828
2008,Michigan,Ottawa,John McCain,REP,83330
2008,Michigan,Ottawa,Other,Other,2110
2008,Michigan,Presque Isle,Barack Obama,DEM,3722
2008,Michigan,Presque Isle,John McCain,REP,3606
2008,Michigan,Presque Isle,Other,Other,177
2008,Michigan,Roscommon,Barack Obama,DEM,7082
2008,Michigan,Roscommon,John McCain,REP,6727
2008,Michigan,Roscommon,Other,Other,242
2008,Michigan,Saginaw,Barack Obama,DEM,60276
2008,Michigan,Saginaw,John McCain,REP,42225
2008,Michigan,Saginaw,Other,Other,1589
2008,Michigan,Sanilac,Barack Obama,DEM,9047
2008,Michigan,Sanilac,John McCain,REP,10679
2008,Michigan,Sanilac,Other,Other,443
2008,Michigan,Schoolcraft,Barack Obama,DEM,2184
2008,Michigan,Schoolcraft,John McCain,REP,2058
2008,Michigan,Schoolcraft,Other,Other,84
2008,Michigan,Shiawassee,Barack Obama,DEM,19397
2008,Michigan,Shiawassee,John McCain,REP,16268
2008,Michigan,Shiawassee,Other,Other,750
2008,Michigan,St. Clair,Barack Obama,DEM,40677
2008,Michigan,St. Clair,John McCain,REP,38536
2008,Michigan,St. Clair,Other,Other,1687
2008,Michigan,St. Joseph,Barack Obama,DEM,12322
2008,Michigan,St. Joseph,John McCain,REP,12886
2008,Michigan,St. Joseph,Other,Other,494
2008,Michigan,Tuscola,Barack Obama,DEM,13503
2008,Michigan,Tuscola,John McCain,REP,13740
2008,Michigan,Tuscola,Other,Other,555
2008,Michigan,Van Buren,Barack Obama,DEM,18588
2008,Michigan,Van Buren,John McCain,REP,15534
2008,Michigan,Van Buren,Other,Other,644
2008,Michigan,Washtenaw,Barack Obama,DEM,130578
2008,Michigan,Washtenaw,John McCain,REP,53946
2008,Michigan,Washtenaw,Other,Other,2591
2008,Michigan,Wayne,Barack Obama,DEM,660085
2008,Michigan,Wayne,John McCain,REP,219582
2008,Michigan,Wayne,Other,Other,10659
2008,Michigan,Wexford,Barack Obama,DEM,7379
2008,Michigan,Wexford,John McCain,REP,8044
2008,Michigan,Wexford,Other,Other,281
2008,Minnesota,Aitkin,Barack Obama,DEM,4595
2008,Minnesota,Aitkin,John McCain,REP,4589
2008,Minnesota,Aitkin,Other,Other,226
2008,Minnesota,Anoka,Barack Obama,DEM,86976
2008,Minnesota,Anoka,John McCain,REP,91357
2008,Minnesota,Anoka,Other,Other,3891
2008,Minnesota,Becker,Barack Obama,DEM,7687
2008,Minnesota,Becker,John McCain,REP,8851
2008,Minnesota,Becker,Other,Other,427
2008,Minnesota,Beltrami,Barack Obama,DEM,12019
2008,Minnesota,Beltrami,John McCain,REP,9762
2008,Minnesota,Beltrami,Other,Other,455
2008,Minnesota,Benton,Barack Obama,DEM,8454
2008,Minnesota,Benton,John McCain,REP,10338
2008,Minnesota,Benton,Other,Other,547
2008,Minnesota,Big Stone,Barack Obama,DEM,1552
2008,Minnesota,Big Stone,John McCain,REP,1362
2008,Minnesota,Big Stone,Other,Other,76
2008,Minnesota,Blue Earth,Barack Obama,DEM,19325
2008,Minnesota,Blue Earth,John McCain,REP,14782
2008,Minnesota,Blue Earth,Other,Other,963
2008,Minnesota,Brown,Barack Obama,DEM,5809
2008,Minnesota,Brown,John McCain,REP,7456
2008,Minnesota,Brown,Other,Other,355
2008,Minnesota,Carlton,Barack Obama,DEM,11501
2008,Minnesota,Carlton,John McCain,REP,6549
2008,Minnesota,Carlton,Other,Other,399
2008,Minnesota,Carver,Barack Obama,DEM,20654
2008,Minnesota,Carver,John McCain,REP,28156
2008,Minnesota,Carver,Other,Other,873
2008,Minnesota,Cass,Barack Obama,DEM,7276
2008,Minnesota,Cass,John McCain,REP,8660
2008,Minnesota,Cass,Other,Other,371
2008,Minnesota,Chippewa,Barack Obama,DEM,3280
2008,Minnesota,Chippewa,John McCain,REP,2907
2008,Minnesota,Chippewa,Other,Other,169
2008,Minnesota,Chisago,Barack Obama,DEM,12783
2008,Minnesota,Chisago,John McCain,REP,15789
2008,Minnesota,Chisago,Other,Other,733
2008,Minnesota,Clay,Barack Obama,DEM,16666
2008,Minnesota,Clay,John McCain,REP,11978
2008,Minnesota,Clay,Other,Other,615
2008,Minnesota,Clearwater,Barack Obama,DEM,1877
2008,Minnesota,Clearwater,John McCain,REP,2291
2008,Minnesota,Clearwater,Other,Other,93
2008,Minnesota,Cook,Barack Obama,DEM,2019
2008,Minnesota,Cook,John McCain,REP,1240
2008,Minnesota,Cook,Other,Other,89
2008,Minnesota,Cottonwood,Barack Obama,DEM,2759
2008,Minnesota,Cottonwood,John McCain,REP,3157
2008,Minnesota,Cottonwood,Other,Other,120
2008,Minnesota,Crow Wing,Barack Obama,DEM,15859
2008,Minnesota,Crow Wing,John McCain,REP,18567
2008,Minnesota,Crow Wing,Other,Other,739
2008,Minnesota,Dakota,Barack Obama,DEM,116778
2008,Minnesota,Dakota,John McCain,REP,104364
2008,Minnesota,Dakota,Other,Other,4330
2008,Minnesota,Dodge,Barack Obama,DEM,4463
2008,Minnesota,Dodge,John McCain,REP,5468
2008,Minnesota,Dodge,Other,Other,282
2008,Minnesota,Douglas,Barack Obama,DEM,9256
2008,Minnesota,Douglas,John McCain,REP,11241
2008,Minnesota,Douglas,Other,Other,421
2008,Minnesota,Faribault,Barack Obama,DEM,3736
2008,Minnesota,Faribault,John McCain,REP,4196
2008,Minnesota,Faribault,Other,Other,220
2008,Minnesota,Fillmore,Barack Obama,DEM,5921
2008,Minnesota,Fillmore,John McCain,REP,4993
2008,Minnesota,Fillmore,Other,Other,320
2008,Minnesota,Freeborn,Barack Obama,DEM,9915
2008,Minnesota,Freeborn,John McCain,REP,6955
2008,Minnesota,Freeborn,Other,Other,410
2008,Minnesota,Goodhue,Barack Obama,DEM,12420
2008,Minnesota,Goodhue,John McCain,REP,12775
2008,Minnesota,Goodhue,Other,Other,600
2008,Minnesota,Grant,Barack Obama,DEM,1850
2008,Minnesota,Grant,John McCain,REP,1646
2008,Minnesota,Grant,Other,Other,109
2008,Minnesota,Hennepin,Barack Obama,DEM,420958
2008,Minnesota,Hennepin,John McCain,REP,231054
2008,Minnesota,Hennepin,Other,Other,11768
2008,Minnesota,Houston,Barack Obama,DEM,5906
2008,Minnesota,Houston,John McCain,REP,4743
2008,Minnesota,Houston,Other,Other,234
2008,Minnesota,Hubbard,Barack Obama,DEM,4872
2008,Minnesota,Hubbard,John McCain,REP,6558
2008,Minnesota,Hubbard,Other,Other,208
2008,Minnesota,Isanti,Barack Obama,DEM,8248
2008,Minnesota,Isanti,John McCain,REP,11324
2008,Minnesota,Isanti,Other,Other,481
2008,Minnesota,Itasca,Barack Obama,DEM,13460
2008,Minnesota,Itasca,John McCain,REP,10309
2008,Minnesota,Itasca,Other,Other,626
2008,Minnesota,Jackson,Barack Obama,DEM,2618
2008,Minnesota,Jackson,John McCain,REP,2858
2008,Minnesota,Jackson,Other,Other,147
2008,Minnesota,Kanabec,Barack Obama,DEM,3743
2008,Minnesota,Kanabec,John McCain,REP,4479
2008,Minnesota,Kanabec,Other,Other,277
2008,Minnesota,Kandiyohi,Barack Obama,DEM,10125
2008,Minnesota,Kandiyohi,John McCain,REP,11319
2008,Minnesota,Kandiyohi,Other,Other,451
2008,Minnesota,Kittson,Barack Obama,DEM,1492
2008,Minnesota,Kittson,John McCain,REP,1016
2008,Minnesota,Kittson,Other,Other,60
2008,Minnesota,Koochiching,Barack Obama,DEM,3649
2008,Minnesota,Koochiching,John McCain,REP,2962
2008,Minnesota,Koochiching,Other,Other,191
2008,Minnesota,Lac Qui Parle,Barack Obama,DEM,2160
2008,Minnesota,Lac Qui Parle,John McCain,REP,1912
2008,Minnesota,Lac Qui Parle,Other,Other,120
2008,Minnesota,Lake,Barack Obama,DEM,4174
2008,Minnesota,Lake,John McCain,REP,2636
